MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
366939080,2020-01-01T00:00:06,29.51792,-88.86278,5.4,206.3,211,SHELBY,IMO9069475,WCV6157,31,0,22,7,,,A
366901880,2020-01-01T00:01:15,46.20748,-84.11997,9,352.1,2,BURNS HARBOR,IMO7514713,WDB4745,70,0,330,34,8.9,70,A
366715730,2020-01-01T00:00:02,40.71155,-74.04637,0,0,511,QUEEN OF HEARTS,,WDJ7357,60,15,27,9,,,A
367546890,2020-01-01T00:00:07,38.5714,-90.23161,0,297.7,511,CARDINAL PRIDE,,WDG5459,31,0,19,,,,A
367073540,2020-01-01T00:00:06,31.1494,-81.49886,0,236.8,337,OCEARCH,IMO8852734,WDC7577,37,0,38,10,,,A
367049160,2020-01-01T00:00:01,34.18323,-77.95705,0.2,63.7,511,ERIN MCALLISTER,IMO9159701,WDC5963,31,0,29,9,3.5,52,A
367074940,2020-01-01T00:00:12,29.30924,-89.32224,2.8,205.2,511,MASTER LANDIN,,WDC7667,31,0,18,7,,52,A
247399000,2020-01-01T00:00:12,20.6595,-154.28467,11,99,102,PERTUSOLA,IMO9147394,IBER,80,0,145,22,10.1,81,A
367172460,2020-01-01T00:01:17,33.76215,-118.19533,0,360,511,CAROLINE,,WDJ5042,60,0,20,6,,,A
366988580,2020-01-01T00:00:12,38.53963,-90.25018,0,152.5,511,TERRY GIFFORD,,WDC2142,31,12,19,7,,,A
366855710,2020-01-01T00:00:08,39.25764,-76.55595,0.1,224.7,511,GRAMMA LEE T MORAN,IMO9276470,WDA8564,31,0,28,9,4.3,52,A
367581090,2020-01-01T00:00:00,30.10527,-93.28478,0,68.2,100,PAT,,WDG8790,31,0,28,,,,A
366996910,2020-01-01T00:00:07,30.2093,-91.05547,0,66,279,SPIRIT,,WDC2731,31,15,19,7,,,A
367065560,2020-01-01T00:00:39,55.33438,-160.49765,0,285.5,511,HEATHER MARGENE,,WDI7418,30,,15,6,,,B
367171320,2020-01-01T00:00:32,40.51505,-72.01341,7.4,206.4,511,DEBBIE SUE,IMO8853128,WDD6321,30,,22,7,,,B
366961490,2020-01-01T00:00:08,30.42182,-91.20352,0,217.8,18,O H INGRAM,,WDB8610,31,12,56,16,,,A
367539140,2020-01-01T00:00:08,38.93946,-82.10859,4.2,20.4,511,WILLIAM R BARR,,WDG4690,31,0,48,12,,52,A
367725060,2020-01-01T00:00:11,30.23477,-91.132,5.6,69.6,511,AMERICAN LIFE,,WDI7069,31,12,23,,,,A
636019444,2020-01-01T00:00:02,43.25543,-125.25167,13,358,357,HYUNDAI OAKLAND,IMO9385013,D5UO2,73,0,293,40,10.1,73,A
367557410,2020-01-01T00:00:15,30.20708,-91.32021,0,225,191,ALEX D,,WDG6475,31,12,23,,,,A
316002501,2020-01-01T00:00:08,46.6994,-86.47115,8.3,261,268,MICHIPICOTEN,IMO5102865,CFG8060,70,0,212,21,8,79,A
367588620,2020-01-01T00:00:03,33.81995,-91.02386,0,247.4,511,ROSEDALE,,WDG9523,31,15,17,,,,A
367098340,2020-01-01T00:00:00,25.24851,-81.73935,32.5,6.3,5,KEY WEST EXPRESS,IMO9348895,WDC9158,60,0,51,11,1.4,0,A
319661000,2020-01-01T00:00:49,49.292,-123.12467,0,302,302,KOGO,IMO1008504,ZCOP3,37,5,71,14,4,,A
316033399,2020-01-01T00:00:00,49.29073,-123.06072,0,299.1,318,SST SALISH,IMO9744489,CFCP,,8,,,,,A
366924720,2020-01-01T00:00:04,38.05901,-122.02592,0,261.1,511,HAGAR,,WST4714,90,3,45,18,,33,A
366980490,2020-01-01T00:00:05,47.65884,-122.38075,0,22,511,SEA WARRIOR,,WDH9191,30,0,30,9,,30,A
209430000,2020-01-01T00:00:08,35.5956,-129.48268,9.9,289,289,MYKONOS WAVE,IMO9453406,5BMN3,70,0,229,36,14.3,,A
367161960,2020-01-01T00:00:15,29.12778,-90.21628,0,210.8,258,THOMAS,IMO7512026,WDD5678,31,11,36,10,4.2,,A
367702030,2020-01-01T00:00:01,37.04222,-89.18204,0,229.8,5,CAPT BILL STEWART,,WDI4791,31,1,39,12,,31,A
367113860,2020-01-01T00:00:09,29.0166,-91.48937,16.2,38.2,511,TRISHA-KAY,,WDD2328,60,15,35,7,,60,A
367564950,2020-01-01T00:00:08,39.92218,-91.4151,0,245.5,511,SIR RANDY J,,WDG7206,31,0,19,,,,A
367420980,2020-01-01T00:00:11,29.25635,-89.35935,0,233.5,511,DUTCHMAN,IMO9585209,WDE9761,60,0,46,9,,60,A
367473530,2020-01-01T00:00:13,32.91077,-79.94482,0.1,72.1,511,ISLAND TIDE,IMO8992479,WDF6369,31,0,16,7,,31,A
367007770,2020-01-01T00:00:10,30.0031,-89.95275,0,215.5,511,LADY JOSIE,,WDC3433,31,0,19,8,,52,A
367552890,2020-01-01T00:00:16,25.31267,-80.281,0,248.7,511,BLUE RIDGE,,WDG6041,37,0,28,,,,A
367628210,2020-01-01T00:00:10,29.76017,-91.67517,3.2,88.7,90,MARK-C,IMO7237456,WDH5469,31,0,24,7,,,A
367477560,2020-01-01T00:00:10,30.17246,-89.43879,7.2,251.7,254,CAPT PIC NAQUIN,,WDF6760,31,0,25,9,,,A
367402250,2020-01-01T00:00:06,40.76287,-74.00225,0,177,511,CIRCLE LINE BROOKLYN,,WDE8160,60,0,47,10,,0,A
368071980,2020-01-01T00:00:01,39.89616,-75.19663,0,237.5,20,BEVERLY R.MCALLISTER,IMO9204398,WDK6177,52,0,33,13,6,52,A
367091990,2020-01-01T00:00:04,36.8896,-76.3342,8.4,355,511,MERRIMAC,IMO7436727,WDC8717,31,0,21,7,,52,A
367545690,2020-01-01T00:00:02,40.57882,-80.23421,0,360,511,MISS KATE,IMO8635899,WDG5343,31,0,18,7,,,A
367353660,2020-01-01T00:00:07,40.78883,-73.91883,0.1,298,36,RED HOOK,IMO9501916,WDE4476,70,0,107,16,4.9,80,A
367622140,2020-01-01T00:00:08,40.681,-74.01235,0,0,511,THE MANHATTAN,,WDH4861,60,0,29,6,,,A
367319530,2020-01-01T00:00:03,57.77873,-152.41035,0,12.1,511,STELLA,IMO8958643,WDE2039,30,15,17,7,,30,A
316020869,2020-01-01T00:00:00,49.02482,-123.14814,0,111,29,SEASPAN KESTREL,IMO9623130,,31,0,25,12,5.3,,A
367004260,2020-01-01T00:00:09,33.74263,-118.16136,0,202.4,511,CABRILLO,,WBU7354,60,0,18,7,,,A
538003024,2020-01-01T00:00:07,33.72193,-118.22693,0,67,233,CLEAN THRASHER,IMO9379155,V7NV2,80,0,183,32,8,81,A
367093970,2020-01-01T00:00:08,39.20892,-76.58301,0,270,511,CAPT STEVE,,WYB7050,31,0,17,6,,52,A
367602710,2020-01-01T00:00:08,28.86516,-90.72009,0.3,285.2,26,ABI C,IMO9370692,WDH2939,90,0,39,10,3,,A
338127975,2020-01-01T00:00:05,33.64388,-118.20155,8.3,169.4,511,DOUBLE DOWN,,,37,,12,,,,B
367552440,2020-01-01T00:00:12,30.13627,-93.31985,0,84.3,74,POINT COMFORT,,WDG5997,31,8,23,,,,A
338180022,2020-01-01T00:00:10,37.51236,-122.19265,1.5,35.1,511,MI AMOR,,,37,,17,,,,B
367090310,2020-01-01T00:00:19,27.81964,-97.02332,0.1,104.6,511,SUN OF MAN,,WDC8620,60,0,33,7,,,A
366978430,2020-01-01T00:00:05,41.90686,-80.79465,0,187.4,511,OKLAHOMA,,WF3164,31,15,22,6,,31,A
366984320,2020-01-01T00:00:05,38.833,-90.1066,0,304,19,CRIMSON GEM,,WDB9875,31,12,59,16,,31,A
368926038,2020-01-01T00:00:03,41.39866,-88.28138,102.3,360,265,CHANNAHON,,AEOG,,15,,,,,A
367724740,2020-01-01T00:00:00,33.60207,-118.29551,22.2,214.9,511,LA ESPADA,IMO8793328,WDI7035,60,15,,,,,A
367549430,2020-01-01T00:00:05,38.57203,-90.23109,0,227.5,511,GATEWAY EXPRESS,,WDG6245,31,0,19,,,,A
367605850,2020-01-01T00:00:01,40.59495,-73.81301,6.4,233.1,235,HMS JUSTICE,,WDH3254,31,5,22,,,,A
367007750,2020-01-01T00:00:09,29.31036,-89.3217,2.8,203,511,MASTER TYLER,,WDC3431,31,0,16,6,,52,A
367404580,2020-01-01T00:00:10,29.78215,-95.1,0,221.9,511,CONNER P,,WDE8361,31,0,17,7,,0,A
338215875,2020-01-01T00:00:25,32.70606,-117.16639,0,145,511,ANAIS,,,37,,,,,,B
367412630,2020-01-01T00:00:09,40.14755,-80.70133,1.2,18.8,511,M K MCNALLY,,WDF6741,31,0,43,9,,31,A
366984920,2020-01-01T00:00:05,38.54876,-90.24736,5.2,24,28,JOHN H MACMILLAN JR,,WDB9907,31,12,51,16,,,A
338454000,2020-01-01T00:00:02,40.63661,-74.07117,0.1,268,82,BERTO L MILLER,IMO8964850,WDG6273,90,0,49,13,3.1,70,A
316002065,2020-01-01T00:00:27,41.49147,-81.69983,0,351.3,154,PETITE FORTE,IMO6826119,CFG3677,31,5,38,10,4.4,,A
367486640,2020-01-01T00:00:47,57.05917,-135.35475,0,312.3,511,QB,,WDF7647,37,,13,4,,,B
367520270,2020-01-01T00:00:50,31.66112,-91.40031,9.4,180.4,182,PATRIOT,,WDG2884,31,12,29,,,,A
367576060,2020-01-01T00:00:07,39.26926,-76.58066,0.1,150.7,198,BRIDGET MCALLISTER,IMO9369215,WDG8300,31,0,23,10,4.6,,A
338185711,2020-01-01T00:00:23,38.04515,-122.15595,0,360,511,KARMA,,,37,,18,,,,B
367402530,2020-01-01T00:00:08,38.76987,-84.07098,3.4,98.3,511,DEBI SHARP,,WDE8185,31,15,34,10,,31,A
367079240,2020-01-01T00:00:00,30.42728,-91.19621,10.7,182.4,511,CAPT TED BERGERON,,WDC7937,31,0,18,7,,31,A
366989830,2020-01-01T00:00:00,30.34276,-91.18262,0,136,268,ALOIS LUHR,,WDC2232,31,0,45,14,,31,A
367430810,2020-01-01T00:00:52,27.84314,-97.07616,0,111.7,511,MISS BECKY,IMO8987307,WDF2693,31,5,25,8,2.7,,A
368020630,2020-01-01T00:00:05,29.01742,-89.8635,0.8,18.8,511,SPEEDY P,IMO9316763,WDJ8867,20,0,43,7,1.8,20,A
367743660,2020-01-01T00:00:12,29.98047,-90.39919,2.2,209.1,305,EVELYN JAMES,,WDI8937,31,0,,,,,A
367606260,2020-01-01T00:00:05,29.28527,-89.36013,0,177.6,511,BRANCH PILOT,,WDH3294,60,15,13,,,,A
367002130,2020-01-01T00:00:12,29.64805,-91.12272,7.9,152.9,511,MISS PAMELA,,WDC3060,31,0,19,7,,,A
367045440,2020-01-01T00:00:05,61.12575,-146.34921,0,282.4,511,VALDEZ SPIRIT,IMO9370020,WDC5717,60,15,25,8,1,,A
367421230,2020-01-01T00:00:07,57.04404,-135.28528,0,11.2,511,ST RUFINA,,WDE9783,60,15,23,8,,,A
366992110,2020-01-01T00:00:06,33.87043,-78.60843,0.2,245.8,511,BIG M CASINO,,WDC2379,60,15,50,11,,,A
366984180,2020-01-01T00:00:12,30.3966,-91.21092,8.9,209,218,AMERICAN BEAUTY,,WDB9866,31,0,48,13,,,A
366984870,2020-01-01T00:00:06,31.48165,-91.51742,5.5,2,7,DAN MACMILLAN,,WDB9903,31,12,53,16,,31,A
367416270,2020-01-01T00:00:03,53.86855,-166.55556,0,224.3,41,ICY MIST,IMO9585510,WDE9346,30,0,17,7,,30,A
367478450,2020-01-01T00:00:13,30.15973,-93.32449,0,247.3,60,CAPT TOM BROWN,,WDF6848,31,12,23,10,,,A
367702270,2020-01-01T00:00:37,30.00935,-89.91906,0,172.7,254,MATT LAGARDE,,WDI4813,31,5,21,8,,,A
367496750,2020-01-01T00:00:07,34.35002,-86.27823,0,323.9,511,LEXINGTON,,WDF8617,31,0,48,12,,32,A
369970446,2020-01-01T00:00:17,41.63508,-70.91832,0,240.9,171,CURRITUCK,,AEFR,90,0,,,,33,A
367057810,2020-01-01T00:00:15,30.73261,-91.35962,0,194.4,511,HAL J PANNELL,,WDC6552,31,0,45,14,,31,A
367619730,2020-01-01T00:00:07,29.7653,-95.08798,0.1,92.3,511,SARAH GOLDING,,WDH4635,31,12,22,,,,A
366936980,2020-01-01T00:00:10,38.85325,-90.11534,0,249.8,511,MAGNOLIA,,WDB7135,31,0,39,10,,,A
367755970,2020-01-01T00:00:05,30.04623,-93.32996,0,229.4,511,SUSAN CROSBY,,WDJ2181,90,3,64,12,,,A
367684460,2020-01-01T00:00:06,29.86801,-85.91332,6.5,127,124,MR RUSSELL,IMO8956279,WDI3050,31,15,21,7,2.8,,A
636014004,2020-01-01T00:00:36,28.2728,-88.77074,0,289.6,249,ENSCO 8503,IMO8770027,A8QU6,90,0,77,73,18.3,0,A
316003616,2020-01-01T00:00:06,42.26801,-83.10262,0,117.7,511,STORMONT,IMO8959893,VA4269,31,8,22,6,2.7,,A
367113150,2020-01-01T00:00:08,29.93804,-90.00449,0.1,106.3,305,CHRIS PIKE,,WDD2269,31,12,26,9,,,A
564644000,2020-01-01T00:00:51,25.7389,-89.69938,11.6,300.5,303,GALEA,IMO9236614,9VGC3,80,0,290,46,11.5,,A
316003527,2020-01-01T00:00:00,49.12378,-123.1876,0,304.9,511,BELINA,IMO5039678,CY3195,30,0,23,7,2.9,,A
367589590,2020-01-01T00:00:36,47.62915,-122.39365,0.1,49.7,511,POLAR EXPRESS,,WDG9616,37,,12,3,,,B
370273000,2020-01-01T00:00:00,26.39982,-78.79059,1.4,161.9,84,MSC NURIA,IMO9349825,3ESE2,70,0,274,32,13.5,71,A
366970020,2020-01-01T00:00:01,37.94411,-122.50852,0,266.5,253,MENDOCINO,IMO8967656,WDB9115,60,0,43,10,1.4,,A
367622080,2020-01-01T00:00:06,47.62809,-122.39092,0,360,511,BLUE,,WDH4855,37,,13,,,,B
367565750,2020-01-01T00:00:01,34.101,-119.49067,19.4,48.4,39,ISLAND EXPLORER,,WDG7285,60,0,19,,,,A
366995260,2020-01-01T00:00:07,30.46958,-91.19315,0,334.8,511,CAPT JAMES HOOVER,,WDC2583,31,12,16,6,,,A
367428150,2020-01-01T00:00:05,29.78706,-95.08304,0,45.1,511,FRITZ,,WDF3166,31,12,29,9,,,A
338141422,2020-01-01T00:00:14,26.90973,-80.08465,0,244,31,SHEAR MADNESS,,,37,0,24,6,,37,A
366976920,2020-01-01T00:00:01,47.592,-122.36776,0.1,98.8,23,WEDELL FOSS,IMO8127531,WRB3696,31,0,30,10,3.5,,A
241330000,2020-01-01T00:00:04,32.44051,-118.71342,11.7,238.9,243,OLYMPIC LIGHT,IMO9424273,SVBZ7,80,0,333,60,22.5,89,A
367513230,2020-01-01T00:00:06,45.57469,-122.74403,8.5,133.5,133,WILLAMETTE,IMO8972998,WDG2204,31,0,26,10,,52,A
338181167,2020-01-01T00:00:09,33.60497,-117.88483,0,40,511,BUCKET LIST,,,37,,11,4,,,B
367562820,2020-01-01T00:00:05,30.86241,-87.98104,4,310.7,315,BREWSTER KNOTT,,WDG6998,31,0,25,9,,57,A
367394110,2020-01-01T00:00:11,29.14441,-90.20681,2.6,161.5,511,CAPTAIN JAY,,WDE7507,31,15,20,7,,31,A
367362960,2020-01-01T00:00:08,29.65263,-91.12409,5.5,337,337,ST PADRE PIO,,WDE5168,31,0,22,8,,57,A
367309990,2020-01-01T00:00:05,29.78127,-92.1855,0.1,360,511,MISS PEGGY ANN,IMO8977754,WDD9336,60,0,40,8,2.1,,A
367702920,2020-01-01T00:00:08,36.92958,-89.11399,0,360,511,CAPT JOHN CHURCH,,WDI4872,31,0,15,,,,A
316031481,2020-01-01T00:00:09,49.28997,-122.95552,0,1.2,511,HERB L LEDCOR,,,,0,,,,,A
636016433,2020-01-01T00:00:10,32.38341,-79.57604,14.2,229,228,MSC VIDHI,IMO9238739,D5GE2,70,0,277,40,14,71,A
367507220,2020-01-01T00:00:06,29.94994,-90.38432,0,229.8,511,TEDDY MEYER,,WDF9635,31,12,27,,,,A
249007000,2020-01-01T00:00:09,28.62144,-95.31842,12.9,57.1,56,STEMNITSA,IMO9693070,9HA4059,80,0,249,,,,A
338127553,2020-01-01T00:00:06,25.95851,-80.12799,0,246.1,7,INDISCRETION,,,37,0,31,6,,37,A
367331110,2020-01-01T00:00:12,29.70783,-93.85159,9.7,341.6,149,SP IVORY,IMO9423152,WDE2900,31,5,33,12,5.1,52,A
367489730,2020-01-01T00:00:07,37.06642,-89.16121,4.5,30.1,36,BREES,,WDF7941,31,15,35,10,,,A
367586370,2020-01-01T00:00:09,28.98726,-90.20145,0,226.7,511,NASHVILLE,IMO9688570,WDG9297,90,1,33,20,,,A
366943760,2020-01-01T00:00:08,29.59625,-90.96994,8.2,331.2,511,SEA MULE,,WDB7537,31,15,15,6,,,A
367393830,2020-01-01T00:00:05,44.09386,-69.10319,0,360,511,PATRICIA WINSLOW,IMO8841864,WDE7485,31,0,28,8,3.9,,A
352057000,2020-01-01T00:00:00,35.78682,-125.62287,8.3,332,332,ULTRA REGINA,IMO9667435,HPHA,70,0,199,32,13,,A
367490860,2020-01-01T00:00:13,28.40876,-80.6005,0,360,511,VICTORY I,IMO8898855,WDF8050,60,0,94,19,,,A
367104530,2020-01-01T00:00:12,30.06797,-90.90007,6.5,136.7,511,MAR-LO,,WDC9610,31,0,17,6,,0,A
367505510,2020-01-01T00:00:10,30.06153,-90.85942,2.5,105,84,MYRA ECKSTEIN,,WDF9473,31,0,46,13,,31,A
367143030,2020-01-01T00:00:09,35.23268,-75.4589,7.5,7.6,6,CAPT RALPH,IMO7643318,WYN9855,30,7,22,6,,,A
367409260,2020-01-01T00:00:02,41.49744,-81.72184,0,116.1,56,DOROTHY ANN,IMO8955732,WDE8761,31,0,37,13,6.2,,A
367469190,2020-01-01T00:00:00,39.09345,-84.50224,0,215.8,511,RIVER QUEEN,,WDF5966,60,15,24,10,,60,A
367345040,2020-01-01T00:00:07,29.23709,-89.36146,0,360,511,SUN FIGHTER,,WYB6722,60,0,18,5,,,A
311256000,2020-01-01T00:00:00,25.93468,-79.98198,1.8,12,38,EVRIDIKI,IMO9358929,C6WT8,80,0,228,32,14.3,80,A
368103530,2020-01-01T00:00:07,39.03459,-84.34867,4.1,117.1,511,RANDY ANDERSON,,WDK9418,32,15,39,13,0,32,A
319048800,2020-01-01T00:00:33,18.4358,-64.74784,0.1,179.9,72,GRACE E,IMO1011886,ZGDA,37,1,73,13,4.3,,A
367760610,2020-01-01T00:00:10,40.64019,-80.41368,0,360,511,ARNIE S,,WDJ2675,31,0,18,,,,A
367506850,2020-01-01T00:00:10,30.34278,-88.50845,7.2,33,511,SIGNET VICTORY,IMO8968208,WDF9599,31,0,24,9,,52,A
338184386,2020-01-01T00:00:57,37.83868,-76.27569,0.1,116.3,511,ALLEGHENY,,,37,,15,,,,B
367104030,2020-01-01T00:00:02,34.13884,-119.24802,16.5,84.4,511,CAPT T LE,IMO8982553,WDC9568,60,15,28,7,,42,A
367709820,2020-01-01T00:00:03,41.6292,-88.06257,0,277.2,267,NORTHLAND,,WDI5560,31,12,21,,,,A
369970479,2020-01-01T00:00:08,38.98427,-76.46711,0,321.3,353,YP-705,,NFEC,90,0,36,,,99,A
368186456,2020-01-01T00:00:06,29.74281,-95.19632,0,162.6,253,SHIRLEY MAHONE,IMO1631271,WD,16,0,22,0,0,16,A
366695940,2020-01-01T00:00:09,42.3804,-71.04245,0,230.4,77,ZACHERY REINAUER,IMO7203302,WCU4692,31,0,30,8,3.8,52,A
367666840,2020-01-01T00:00:06,47.62879,-122.39122,0,360,511,SICK DAY,,WDH9320,37,,13,,,,B
538006488,2020-01-01T00:00:06,18.60329,-68.09739,13.6,177.7,186,MUSCAT SILVER,IMO9718741,V7NQ7,80,0,183,,,,A
235010170,2020-01-01T00:00:00,29.12617,-94.41198,14.1,3.5,4,AMY C,IMO9331505,MKWC7,70,0,136,21,8.3,79,A
367664120,2020-01-01T00:00:02,48.75661,-122.50481,0,164.5,511,ANAMCARA,,WDH9041,37,,14,,,,B
367657930,2020-01-01T00:00:00,32.08595,-81.09476,0,126.6,511,JOHN PARRISH,,WDH8435,31,0,28,7,,,A
367299170,2020-01-01T00:00:12,27.81876,-97.19756,7.7,258.9,270,SIGNET COLUMBIA,,WDD8515,31,0,18,7,,31,A
368173000,2020-01-01T00:00:00,39.82234,-75.38045,6.7,221,219,FISHING CREEK,IMO9681297,WDJ3477,31,0,,,,,A
366935020,2020-01-01T00:00:12,29.15231,-89.24723,0.1,185.8,511,KATHLEEN,,WUR6901,31,0,18,7,,,A
367381320,2020-01-01T00:00:05,27.82746,-97.49683,0,165.9,306,GALVESTON,,WDE6523,31,0,23,10,,57,A
367549830,2020-01-01T00:00:05,41.06687,-73.8807,8.9,175.6,175,CURTIS REINAUER,IMO9653240,WDG5745,31,0,33,10,,,A
367092210,2020-01-01T00:00:03,33.76688,-91.12186,4.6,24.1,57,GALE C,,WDC8728,31,0,56,15,,,A
367617020,2020-01-01T00:00:06,41.81513,-71.40031,0.1,85.8,335,BUCKLEY MCALLISTER,IMO9665449,WDH4370,31,0,29,10,,,A
311315000,2020-01-01T00:00:01,25.84167,-77.7365,7.7,98.5,97,GRANDEUR OF THE SEAS,IMO9102978,C6SE3,60,0,279,36,7.8,,A
367489520,2020-01-01T00:00:07,29.77115,-95.10198,0,0,270,CALLIE DEVALL,,WDF7920,31,12,21,9,,,A
368185000,2020-01-01T00:00:05,29.60637,-89.8686,12,99.8,511,DEE WHITE,IMO9127227,WCW4132,31,15,35,10,4.8,,A
367710770,2020-01-01T00:00:07,29.37263,-94.78526,3.8,248.6,511,CAPT BILL GUIDRY,,WDI5655,31,1,21,7,,57,A
367486220,2020-01-01T00:00:08,27.84007,-97.06188,0,222.9,511,ARANSAS PILOT,,WDF7605,90,0,15,5,,,A
367356580,2020-01-01T00:00:08,39.44507,-75.99141,0,175.2,39,OCEAN TOWER,IMO7717676,WDE4689,31,0,35,9,4.3,31,A
366927640,2020-01-01T00:00:07,30.03857,-90.67841,0,360,511,ROOSTER II,,WUR5381,60,0,13,4,,,A
367336190,2020-01-01T00:00:10,32.08211,-81.06331,0,234.1,511,LAURA K MORAN,IMO9415765,WDE3239,31,5,28,9,3.4,53,A
367520980,2020-01-01T00:00:00,35.11493,-75.98627,2,166.1,511,SEA LEVEL,IMO9677727,WDG2955,60,0,62,15,,,A
367316130,2020-01-01T00:00:00,30.40346,-88.85822,0,230.3,511,CAPT BUDDY G,,WDD9772,31,0,15,5,,,A
367743020,2020-01-01T00:00:04,33.94297,-91.02593,8.6,111.6,511,JOBETH JANOUSH,,WDI8875,31,10,,,,,A
367761740,2020-01-01T00:00:08,29.04274,-95.64241,0,360,511,GENERAL PATTON,,WDJ2788,70,15,,,,,A
367177840,2020-01-01T00:00:04,39.88634,-75.1768,0,260,511,BART TURECAMO,IMO7338808,WBR4464,31,0,30,8,4.2,52,A
368076960,2020-01-01T00:00:07,29.84601,-90.06054,0,186.8,511,DANA K,,WDK6681,31,0,29,10,3,31,A
367575130,2020-01-01T00:00:09,35.08304,-90.14218,0,313.3,511,LUCY WEPFER,,WDG8209,31,15,18,,,,A
367079560,2020-01-01T00:00:00,29.41775,-89.05376,0.3,148.5,511,MS DEE,IMO8973497,WDC7960,60,0,35,7,,0,A
367080670,2020-01-01T00:00:14,25.77485,-80.2022,0,118.8,511,HERCULES,,WDI7674,31,0,18,5,,31,A
367680660,2020-01-01T00:00:11,27.92812,-82.42675,0,0,511,RAVEN,IMO8856285,WDI2683,30,15,23,6,,,A
367396890,2020-01-01T00:00:13,17.9373,-66.15593,0,283.9,108,MITCHEL,IMO6602238,WDE7728,31,0,29,8,3.6,52,A
316017162,2020-01-01T00:00:00,48.85404,-123.49796,0,132.6,220,CCGS CAPE NADEN,,CFN5482,51,0,13,4,2.1,51,A
367351820,2020-01-01T00:00:15,29.98367,-93.2068,5,136,136,JOHN T MCMAHAN,,WDE4349,31,12,21,9,,57,A
367633270,2020-01-01T00:00:09,30.04913,-90.50847,4.8,71.1,247,WOODY DUMAS,,WDH5966,31,15,18,7,,,A
367008390,2020-01-01T00:00:10,30.17585,-89.72601,0,228.6,511,MASTER DYLAN,,WDC3472,31,0,18,8,,,A
367529040,2020-01-01T00:00:24,28.75149,-89.71591,0.1,199.6,511,K-MARINE VIII,IMO8977144,WDG3728,60,0,44,8,2.1,60,A
367338310,2020-01-01T00:00:05,29.99736,-93.33337,0.3,292.6,22,DREDGE 32,IMO8756978,WTC3235,90,3,60,14,,,A
566978000,2020-01-01T00:00:08,28.32533,-89.88132,11.1,38,39,TORM HARDRADA,IMO9344007,9V2201,80,0,179,32,12,89,A
367349860,2020-01-01T00:00:09,38.98914,-75.13212,9.4,337.2,337,LINDA MORAN,IMO9398565,WDE4187,31,12,36,11,4.6,57,A
477213300,2020-01-01T00:00:09,54.11596,-162.47595,9.6,282.5,284,KING PEACE,IMO9568718,VRHU4,70,0,226,32,14.6,79,A
366997760,2020-01-01T00:00:25,30.04729,-90.58631,0.1,234.3,511,JOANNE MARIE,IMO8635758,WDC2790,31,15,19,7,,,A
367005480,2020-01-01T00:00:10,29.57205,-90.59398,0,22.8,511,CREOLE SHAWNEE,,WDC3301,31,0,15,6,,52,A
366047000,2020-01-01T00:00:06,47.62921,-122.38098,0,354.6,0,AMERICAN TRIUMPH,IMO7738412,KTHZ,30,0,87,16,3.7,30,A
366973590,2020-01-01T00:00:14,29.3134,-94.77874,0,326.4,44,LONE STAR,,WCY9015,50,0,15,9,,50,A
367741120,2020-01-01T00:00:00,48.7454,-122.49489,0,326.2,211,A J,IMO8890310,WDI8684,31,0,29,9,,,A
367750780,2020-01-01T00:00:10,25.79884,-80.2491,0,360,511,JEAN RUTH,,WDI9648,31,3,,,,,A
367491860,2020-01-01T00:00:01,36.17216,-95.61898,0.1,258.3,511,BEVERELY ANNE,,WDF8145,31,15,34,10,,,A
368926035,2020-01-01T00:00:14,38.5887,-90.20651,0,360,511,KIMMSWICK,,AENA,,15,,,,,A
366937490,2020-01-01T00:00:02,45.87535,-85.29271,10.3,278.5,277,G L OSTRANDER,IMO7501106,WCV7620,31,0,45,12,6.3,,A
367675660,2020-01-01T00:00:03,37.01578,-88.26722,0,252.5,120,MAVERICK,,WDI2195,31,0,16,,,,A
316021988,2020-01-01T00:00:06,49.29495,-123.13324,0,307.6,511,CONSTITUTION,,VY9477,,15,,,,,A
366983110,2020-01-01T00:00:08,29.93718,-89.99815,8.3,307.1,511,ANGUS R COOPER,,WCZ9214,31,5,27,7,,,A
369990237,2020-01-01T00:00:10,29.9355,-90.13633,1,25.6,20,CG29237,,,90,0,8,,,,A
367693850,2020-01-01T00:00:00,36.83769,-76.29142,0,262.1,511,NANCY MCALLISTER,IMO8218914,WDI3971,31,0,32,10,4.6,52,A
563051800,2020-01-01T00:00:00,29.68167,-94.99582,0,95,82,MONTE VERDE,IMO9283239,9V7575,70,0,272,40,10.6,70,A
367155780,2020-01-01T00:00:01,37.79149,-122.27717,0,0,511,FUME BLANC COMMODORE,,WDD5259,60,0,21,9,,60,A
367472940,2020-01-01T00:00:08,38.43008,-82.60215,0,261.6,511,MARATHON,,WDF6313,31,0,41,13,,,A
367314360,2020-01-01T00:00:13,29.83396,-93.9584,0,360,511,PELICAN STATE,,WDD9643,31,15,12,,,,A
366821510,2020-01-01T00:00:07,35.11885,-92.80511,2.9,272.2,270,ROBERT INGLE,,WDA5570,31,15,34,11,,,A
338683000,2020-01-01T00:00:11,28.68317,-89.41017,20.1,302.1,302,FAST HAULER,IMO9624897,WDG5841,60,0,56,9,2.3,,A
